title,url,instructionalLevel,source,institution,isPaid,corpus
Introduction to Bioconductor,https://www.edx.org/course/introduction-to-bioconductor-annotation-and-analys,Intermediate Level,Edx,Harvard University,False,Introduction to Bioconductor https:www.edx.orgcourseintroduction to bioconductor annotation and analysNA Intermediate Level Edx Harvard University
Connected Strategy,https://www.edx.org/course/connected-strategy-2,Intermediate Level,Edx,The Wharton School of the University of Pennsylvania,False,Connected Strategy https:www.edx.orgcourseconnected strategy 2NA Intermediate Level Edx The Wharton School of the University of Pennsylvania
Hybrid Vehicles,https://www.edx.org/course/hybrid-vehicles,Expert Level,Edx,Chalmers University of Technology,False,Hybrid Vehicles https:www.edx.orgcoursehybrid vehiclesNA Expert Level Edx Chalmers University of Technology
First Nights - Handel's Messiah and Baroque Oratorio,https://www.edx.org/course/first-nights-handels-messiah-and-baroque-oratorio,Beginner Level,Edx,Harvard University,False,First Nights - Handel's Messiah and Baroque Oratorio https:www.edx.orgcoursefirst nights handels messiah and baroque oratorioNA Beginner Level Edx Harvard University
Statistical Inference and Modeling for High-throughput Experiments,https://www.edx.org/course/statistical-inference-and-modeling-for-high-throug,Intermediate Level,Edx,Harvard University,False,Statistical Inference and Modeling for High-throughput Experiments https:www.edx.orgcoursestatistical inference and modeling for high througNA Intermediate Level Edx Harvard University
First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,https://www.edx.org/course/first-nights-monteverdis-lorfeo-and-the-birth-of-o,Beginner Level,Edx,Harvard University,False,First Nights - Monteverdi’s L’Orfeo and the Birth of Opera https:www.edx.orgcoursefirst nights monteverdis lorfeo and the birth of oNA Beginner Level Edx Harvard University
18th-Century Opera: Handel & Mozart,https://www.edx.org/course/18th-century-opera-handel-mozart,Beginner Level,Edx,Harvard University,False,18th-Century Opera: Handel & Mozart https:www.edx.orgcourse18th century opera handel mozartNA Beginner Level Edx Harvard University
Introduction to video game development with Unity,https://www.edx.org/course/introduction-to-video-game-development-with-unity,Intermediate Level,Edx,Universitat Politècnica de Valencia,False,Introduction to video game development with Unity https:www.edx.orgcourseintroduction to video game development with unityNA Intermediate Level Edx Universitat Politècnica de Valencia
Best Practices for Project Management Success,https://www.edx.org/course/best-practices-for-project-management-success,Intermediate Level,Edx,Rochester Institute of Technology,False,Best Practices for Project Management Success https:www.edx.orgcoursebest practices for project management successNA Intermediate Level Edx Rochester Institute of Technology
Fundamentos de la Tecnología Blockchain,https://www.edx.org/course/fundamentos-de-la-tecnologia-blockchain,Beginner Level,Edx,Pontificia Universidad Javeriana,False,Fundamentos de la Tecnología Blockchain https:www.edx.orgcoursefundamentos de la tecnologia blockchainNA Beginner Level Edx Pontificia Universidad Javeriana
Información financiera y su análisis,https://www.edx.org/course/informacion-financiera-y-su-analisis,Expert Level,Edx,Tecnológico de Monterrey,False,Información financiera y su análisis https:www.edx.orgcourseinformacion financiera y su analisisNA Expert Level Edx Tecnológico de Monterrey
Coaching Skills for Learner-Centred Conversations,https://www.edx.org/course/coaching-skills-for-educators,Beginner Level,Edx,Imperial College London,False,Coaching Skills for Learner-Centred Conversations https:www.edx.orgcoursecoaching skills for educatorsNA Beginner Level Edx Imperial College London
Intellectual Property Law and Policy: Part 1,https://www.edx.org/course/intellectual-property-law-and-policy-part-1,Intermediate Level,Edx,University of Pennsylvania,False,Intellectual Property Law and Policy: Part 1 https:www.edx.orgcourseintellectual property law and policy part 1NA Intermediate Level Edx University of Pennsylvania
Robotics,https://www.edx.org/course/robotics-2,Expert Level,Edx,Columbia University,False,Robotics https:www.edx.orgcourserobotics 2NA Expert Level Edx Columbia University
La gestion des ressources humaines,https://www.edx.org/course/la-gestion-des-ressources-humaines-2,Beginner Level,Edx,HEC Montréal,False,La gestion des ressources humaines https:www.edx.orgcoursela gestion des ressources humaines 2NA Beginner Level Edx HEC Montréal
Writing for Social Justice,https://www.edx.org/course/writing-for-social-justice,Beginner Level,Edx,"University of California, Berkeley",False,"Writing for Social Justice https:www.edx.orgcoursewriting for social justiceNA Beginner Level Edx University of California, Berkeley"
Steps in Japanese for Beginners1 Part2,https://www.edx.org/course/steps-in-japanese-for-beginners1-part2-2,Beginner Level,Edx,Waseda University,False,Steps in Japanese for Beginners1 Part2 https:www.edx.orgcoursesteps in japanese for beginners1 part2 2NA Beginner Level Edx Waseda University
Case Studies in Functional Genomics,https://www.edx.org/course/case-studies-in-functional-genomics,Expert Level,Edx,Harvard University,False,Case Studies in Functional Genomics https:www.edx.orgcoursecase studies in functional genomicsNA Expert Level Edx Harvard University
Essential Career Skills for Investment Banking and Finance,https://www.edx.org/course/essential-career-skills-for-investment-banking-and,Beginner Level,Edx,NYIF,False,Essential Career Skills for Investment Banking and Finance https:www.edx.orgcourseessential career skills for investment banking andNA Beginner Level Edx NYIF
Data Structures and Software Design,https://www.edx.org/course/data-structures-and-software-design,Intermediate Level,Edx,University of Pennsylvania,False,Data Structures and Software Design https:www.edx.orgcoursedata structures and software designNA Intermediate Level Edx University of Pennsylvania
Unconscious Bias: From Awareness to Action,https://www.edx.org/course/unconscious-bias-from-awareness-to-action-2,Beginner Level,Edx,Catalyst,False,Unconscious Bias: From Awareness to Action https:www.edx.orgcourseunconscious bias from awareness to action 2NA Beginner Level Edx Catalyst
Cybersecurity for Critical Urban Infrastructure,https://www.edx.org/course/cybersecurity-clinic,Expert Level,Edx,Massachusetts Institute of Technology,False,Cybersecurity for Critical Urban Infrastructure https:www.edx.orgcoursecybersecurity clinicNA Expert Level Edx Massachusetts Institute of Technology
"Agile Process, Project, and Program Controls",https://www.edx.org/course/agile-for-project-control-2,Expert Level,Edx,"The University of Maryland, College Park-University System of Maryland",False,"Agile Process, Project, and Program Controls https:www.edx.orgcourseagile for project control 2NA Expert Level Edx The University of Maryland, College Park-University System of Maryland"
Risk Management in Development Projects,https://www.edx.org/course/risk-management-in-development-projects,Intermediate Level,Edx,Inter-American Development Bank,False,Risk Management in Development Projects https:www.edx.orgcourserisk management in development projectsNA Intermediate Level Edx Inter-American Development Bank
"Pintura europea: Leonardo, Rembrandt, Goya",https://www.edx.org/course/pintura-europea-leonardo-rembrandt-goya,Beginner Level,Edx,Universidad Carlos III de Madrid,False,"Pintura europea: Leonardo, Rembrandt, Goya https:www.edx.orgcoursepintura europea leonardo rembrandt goyaNA Beginner Level Edx Universidad Carlos III de Madrid"
Risk & Return,https://www.edx.org/course/risk-return,Beginner Level,Edx,Columbia University,False,Risk & Return https:www.edx.orgcourserisk returnNA Beginner Level Edx Columbia University
Project Management of Engineering Projects: Preparing for Success,https://www.edx.org/course/project-management-of-engineering-projects-prepari,Intermediate Level,Edx,Delft University of Technology,False,Project Management of Engineering Projects: Preparing for Success https:www.edx.orgcourseproject management of engineering projects prepariNA Intermediate Level Edx Delft University of Technology
Supply Chain Dynamics,https://www.edx.org/course/supply-chain-dynamics,Expert Level,Edx,Massachusetts Institute of Technology,False,Supply Chain Dynamics https:www.edx.orgcoursesupply chain dynamicsNA Expert Level Edx Massachusetts Institute of Technology
AWS Developer: Building on AWS,https://www.edx.org/course/aws-developer-building-on-aws,Expert Level,Edx,Amazon Web Services,False,AWS Developer: Building on AWS https:www.edx.orgcourseaws developer building on awsNA Expert Level Edx Amazon Web Services
Financial Accounting Made Fun: Eliminating Your Fears,https://www.edx.org/course/financial-accounting-made-fun-eliminating-your-fea,Beginner Level,Edx,Babson College,False,Financial Accounting Made Fun: Eliminating Your Fears https:www.edx.orgcoursefinancial accounting made fun eliminating your feaNA Beginner Level Edx Babson College
PredictionX: John Snow and the Cholera Epidemic of 1854,https://www.edx.org/course/predictionx-john-snow-and-the-cholera-epidemic-of,Beginner Level,Edx,Harvard University,False,PredictionX: John Snow and the Cholera Epidemic of 1854 https:www.edx.orgcoursepredictionx john snow and the cholera epidemic ofNA Beginner Level Edx Harvard University
Gestión de operaciones,https://www.edx.org/course/gestion-de-operaciones,Beginner Level,Edx,Universidad Nacional de Córdoba,False,Gestión de operaciones https:www.edx.orgcoursegestion de operacionesNA Beginner Level Edx Universidad Nacional de Córdoba
Microeconomics & Business,https://www.edx.org/course/microeconomics-business,Beginner Level,Edx,Doane University,False,Microeconomics & Business https:www.edx.orgcoursemicroeconomics businessNA Beginner Level Edx Doane University
Inteligencia artificial: Chatbots sin programación,https://www.edx.org/course/inteligencia-artificial-chatbots-sin-programacion,Beginner Level,Edx,IBM,False,Inteligencia artificial: Chatbots sin programación https:www.edx.orgcourseinteligencia artificial chatbots sin programacionNA Beginner Level Edx IBM
Diseño e innovación de modelo de negocios,https://www.edx.org/course/diseno-e-innovacion-de-modelo-de-negocios,Expert Level,Edx,Tecnológico de Monterrey,False,Diseño e innovación de modelo de negocios https:www.edx.orgcoursediseno e innovacion de modelo de negociosNA Expert Level Edx Tecnológico de Monterrey
Unlocking Investment and Finance in Emerging Markets and Developing Economies (EMDEs),https://www.edx.org/course/unlocking-investment-and-finance-in-emerging-marke,Beginner Level,Edx,World Bank Group,False,Unlocking Investment and Finance in Emerging Markets and Developing Economies (EMDEs) https:www.edx.orgcourseunlocking investment and finance in emerging markeNA Beginner Level Edx World Bank Group
Business Communication,https://www.edx.org/course/business-communication-3,Beginner Level,Edx,Rochester Institute of Technology,False,Business Communication https:www.edx.orgcoursebusiness communication 3NA Beginner Level Edx Rochester Institute of Technology
Gestão de riscos em projetos,https://www.edx.org/course/gestao-de-riscos-em-projetos-de-desenvolvimento,Intermediate Level,Edx,Inter-American Development Bank,False,Gestão de riscos em projetos https:www.edx.orgcoursegestao de riscos em projetos de desenvolvimentoNA Intermediate Level Edx Inter-American Development Bank
Vocal Recording Technology,https://www.edx.org/course/berkleex-vocal-recording-technology,Beginner Level,Edx,Berklee College of Music,False,Vocal Recording Technology https:www.edx.orgcourseberkleex vocal recording technologyNA Beginner Level Edx Berklee College of Music
Agua 2.0: empresas eficientes para el siglo XXI,https://www.edx.org/course/agua-20-empresas-eficientes-para-el-siglo-xxi,Beginner Level,Edx,Inter-American Development Bank,False,Agua 2.0: empresas eficientes para el siglo XXI https:www.edx.orgcourseagua 20 empresas eficientes para el siglo xxiNA Beginner Level Edx Inter-American Development Bank
IoT Sensors and Devices,https://www.edx.org/course/iot-sensors-and-devices,Beginner Level,Edx,Curtin University,False,IoT Sensors and Devices https:www.edx.orgcourseiot sensors and devicesNA Beginner Level Edx Curtin University
Introducción a las tecnologías para la Educación,https://www.edx.org/course/introduccion-a-las-tecnologias-para-la-educacion,Beginner Level,Edx,Universitat Politècnica de Valencia,False,Introducción a las tecnologías para la Educación https:www.edx.orgcourseintroduccion a las tecnologias para la educacionNA Beginner Level Edx Universitat Politècnica de Valencia
Fundamentos de la guitarra eléctrica y acústica,https://www.edx.org/course/fundamentos-de-la-guitarra-electrica-y-acustica,Beginner Level,Edx,Berklee College of Music,False,Fundamentos de la guitarra eléctrica y acústica https:www.edx.orgcoursefundamentos de la guitarra electrica y acusticaNA Beginner Level Edx Berklee College of Music
e-Learning on Digital Agriculture,https://www.edx.org/course/e-learning-on-digital-agriculture,Beginner Level,Edx,World Bank Group,False,e-Learning on Digital Agriculture https:www.edx.orgcoursee learning on digital agricultureNA Beginner Level Edx World Bank Group
Exploring GraphQL: A Query Language for APIs,https://www.edx.org/course/exploring-graphql-a-query-language-for-apis,Beginner Level,Edx,The Linux Foundation,False,Exploring GraphQL: A Query Language for APIs https:www.edx.orgcourseexploring graphql a query language for apisNA Beginner Level Edx The Linux Foundation
EmSAT English Preparation - Level 2,https://www.edx.org/course/emsat-english-preparation-level-2,Intermediate Level,Edx,United Arab Emirates University,False,EmSAT English Preparation - Level 2 https:www.edx.orgcourseemsat english preparation level 2NA Intermediate Level Edx United Arab Emirates University
The Data Science Method,https://www.edx.org/course/data-science-method,Beginner Level,Edx,IBM,False,The Data Science Method https:www.edx.orgcoursedata science methodNA Beginner Level Edx IBM
"Plato, Socrates, and the Birth of Western Philosophy | 西方哲学精神探源",https://www.edx.org/course/plato-socrates-and-the-birth-of-western-philosophy,Beginner Level,Edx,Tsinghua University,False,"Plato, Socrates, and the Birth of Western Philosophy | 西方哲学精神探源 https:www.edx.orgcourseplato socrates and the birth of western philosophyNA Beginner Level Edx Tsinghua University"
"Cosmic Rays, Dark Matter, and the Mysteries of the Universe",https://www.edx.org/course/cosmic-rays-dark-matter-and-the-mysteries-of-the-2,Intermediate Level,Edx,Waseda University,False,"Cosmic Rays, Dark Matter, and the Mysteries of the Universe https:www.edx.orgcoursecosmic rays dark matter and the mysteries of the 2NA Intermediate Level Edx Waseda University"
Macroeconomic Diagnostics,https://www.edx.org/course/macroeconomic-diagnostics,Intermediate Level,Edx,The International Monetary Fund,False,Macroeconomic Diagnostics https:www.edx.orgcoursemacroeconomic diagnosticsNA Intermediate Level Edx The International Monetary Fund
BioStatistics,https://www.edx.org/course/biostatistics-2,Beginner Level,Edx,Doane University,False,BioStatistics https:www.edx.orgcoursebiostatistics 2NA Beginner Level Edx Doane University
Results-Based Project Management: Monitoring and Evaluation,https://www.edx.org/course/results-based-project-management-monitoring-and-ev,Intermediate Level,Edx,Wits University,False,Results-Based Project Management: Monitoring and Evaluation https:www.edx.orgcourseresults based project management monitoring and evNA Intermediate Level Edx Wits University
Estrategias y estilos de negociación,https://www.edx.org/course/estrategias-y-estilos-de-negociacion,Beginner Level,Edx,Tecnológico de Monterrey,False,Estrategias y estilos de negociación https:www.edx.orgcourseestrategias y estilos de negociacionNA Beginner Level Edx Tecnológico de Monterrey
Políticas efectivas de desarrollo infantil,https://www.edx.org/course/politicas-efectivas-de-desarrollo-infantil,Intermediate Level,Edx,Inter-American Development Bank,False,Políticas efectivas de desarrollo infantil https:www.edx.orgcoursepoliticas efectivas de desarrollo infantilNA Intermediate Level Edx Inter-American Development Bank
Alzheimer’s Disease & Dementia Care,https://www.edx.org/course/alzheimers-disease-dementia-care,Intermediate Level,Edx,Salisbury University-University System of Maryland,False,Alzheimer’s Disease & Dementia Care https:www.edx.orgcoursealzheimers disease dementia careNA Intermediate Level Edx Salisbury University-University System of Maryland
Understanding Classroom Interaction,https://www.edx.org/course/understanding-classroom-interaction,Beginner Level,Edx,University of Pennsylvania,False,Understanding Classroom Interaction https:www.edx.orgcourseunderstanding classroom interactionNA Beginner Level Edx University of Pennsylvania
Sign Language Science: Emergence and Evolution of Sign Language,https://www.edx.org/course/emergence-and-evolution-of-sign-language,Beginner Level,Edx,Georgetown University,False,Sign Language Science: Emergence and Evolution of Sign Language https:www.edx.orgcourseemergence and evolution of sign languageNA Beginner Level Edx Georgetown University
International Humanitarian Law,https://www.edx.org/course/international-humanitarian-law,Expert Level,Edx,Université catholique de Louvain,False,International Humanitarian Law https:www.edx.orgcourseinternational humanitarian lawNA Expert Level Edx Université catholique de Louvain
"Educación de calidad para todos: equidad, inclusión y atención a la diversidad",https://www.edx.org/course/educacion-de-calidad-para-todos-equidad-inclusion,Beginner Level,Edx,Universidad Autónoma de Madrid,False,"Educación de calidad para todos: equidad, inclusión y atención a la diversidad https:www.edx.orgcourseeducacion de calidad para todos equidad inclusionNA Beginner Level Edx Universidad Autónoma de Madrid"
Introduction to Astrophysics,https://www.edx.org/course/introduction-to-astrophysics,Beginner Level,Edx,École polytechnique fédérale de Lausanne,False,Introduction to Astrophysics https:www.edx.orgcourseintroduction to astrophysicsNA Beginner Level Edx École polytechnique fédérale de Lausanne
Epidemics I,https://www.edx.org/course/epidemics-i,Beginner Level,Edx,University of Hong Kong,False,Epidemics I https:www.edx.orgcourseepidemics iNA Beginner Level Edx University of Hong Kong
Introducción a la genética y la evolución,https://www.edx.org/course/introduccion-a-la-genetica-y-la-evolucion,Beginner Level,Edx,Universidad Autónoma de Madrid,False,Introducción a la genética y la evolución https:www.edx.orgcourseintroduccion a la genetica y la evolucionNA Beginner Level Edx Universidad Autónoma de Madrid
Fundamentals of Macroeconomics,https://www.edx.org/course/fundamentals-of-macroeconomics,Beginner Level,Edx,Universidad Carlos III de Madrid,False,Fundamentals of Macroeconomics https:www.edx.orgcoursefundamentals of macroeconomicsNA Beginner Level Edx Universidad Carlos III de Madrid
"Blockchain and FinTech: Basics, Applications, and Limitations",https://www.edx.org/course/blockchain-and-fintech-basics-applications-and-lim,Beginner Level,Edx,University of Hong Kong,False,"Blockchain and FinTech: Basics, Applications, and Limitations https:www.edx.orgcourseblockchain and fintech basics applications and limNA Beginner Level Edx University of Hong Kong"
Molecular Biology - Part 2: Transcription and Transposition,https://www.edx.org/course/molecular-biology-part-2-transcription-and-transposition,Expert Level,Edx,Massachusetts Institute of Technology,False,Molecular Biology - Part 2: Transcription and Transposition https:www.edx.orgcoursemolecular biology part 2 transcription and transpositionNA Expert Level Edx Massachusetts Institute of Technology
"One Planet, One Ocean",https://www.edx.org/course/one-planet-one-ocean,Intermediate Level,Edx,SDG Academy,False,"One Planet, One Ocean https:www.edx.orgcourseone planet one oceanNA Intermediate Level Edx SDG Academy"
Reputation Management in a Digital World,https://www.edx.org/course/reputation-management-in-a-digital-world,Intermediate Level,Edx,Curtin University,False,Reputation Management in a Digital World https:www.edx.orgcoursereputation management in a digital worldNA Intermediate Level Edx Curtin University
Google Ads: publicidad efectiva,https://www.edx.org/course/google-ads-publicidad-efectiva,Beginner Level,Edx,Universidad Galileo,False,Google Ads: publicidad efectiva https:www.edx.orgcoursegoogle ads publicidad efectivaNA Beginner Level Edx Universidad Galileo
Introducción a la energía solar fotovoltaica: El módulo fotovoltaico,https://www.edx.org/course/introduccion-a-la-energia-solar-fotovoltaica-el-mo,Intermediate Level,Edx,Universitat Politècnica de Valencia,False,Introducción a la energía solar fotovoltaica: El módulo fotovoltaico https:www.edx.orgcourseintroduccion a la energia solar fotovoltaica el moNA Intermediate Level Edx Universitat Politècnica de Valencia
Computer Vision Fundamentals with Watson and OpenCV,https://www.edx.org/course/computer-vision-fundamentals,Beginner Level,Edx,IBM,False,Computer Vision Fundamentals with Watson and OpenCV https:www.edx.orgcoursecomputer vision fundamentalsNA Beginner Level Edx IBM
Japanese Business Management,https://www.edx.org/course/japanese-business-management,Intermediate Level,Edx,Waseda University,False,Japanese Business Management https:www.edx.orgcoursejapanese business managementNA Intermediate Level Edx Waseda University
Introduction to Cloud Computing,https://www.edx.org/course/introduction-to-cloud-computing-6,Beginner Level,Edx,IBM,False,Introduction to Cloud Computing https:www.edx.orgcourseintroduction to cloud computing 6NA Beginner Level Edx IBM
Fundamentos de logística,https://www.edx.org/course/fundamentos-de-la-logistica,Beginner Level,Edx,LOGYCA,False,Fundamentos de logística https:www.edx.orgcoursefundamentos de la logisticaNA Beginner Level Edx LOGYCA
Sustainable Urban Development,https://www.edx.org/course/sustainable-urban-development,Beginner Level,Edx,Delft University of Technology-Wageningen University & Research-Delft University & Wageningen University,False,Sustainable Urban Development https:www.edx.orgcoursesustainable urban developmentNA Beginner Level Edx Delft University of Technology-Wageningen University & Research-Delft University & Wageningen University
Introduction to Biomedical Imaging,https://www.edx.org/course/introduction-to-biomedical-imaging,Beginner Level,Edx,The University of Queensland,False,Introduction to Biomedical Imaging https:www.edx.orgcourseintroduction to biomedical imagingNA Beginner Level Edx The University of Queensland
Introducción a la programación en Java: empezando a programar,https://www.edx.org/course/introduccion-a-la-programacion-en-java-empezando-a,Beginner Level,Edx,Universidad Carlos III de Madrid,False,Introducción a la programación en Java: empezando a programar https:www.edx.orgcourseintroduccion a la programacion en java empezando aNA Beginner Level Edx Universidad Carlos III de Madrid
"Circuits and Electronics 2: Amplification, Speed, and Delay",https://www.edx.org/course/circuits-and-electronics-2-amplification-speed-a-2,Intermediate Level,Edx,Massachusetts Institute of Technology,False,"Circuits and Electronics 2: Amplification, Speed, and Delay https:www.edx.orgcoursecircuits and electronics 2 amplification speed a 2NA Intermediate Level Edx Massachusetts Institute of Technology"
China’s Political and Intellectual Foundations: From Sage Kings to Confucius,https://www.edx.org/course/chinas-political-and-intellectual-foundations-fr-2,Beginner Level,Edx,Harvard University,False,China’s Political and Intellectual Foundations: From Sage Kings to Confucius https:www.edx.orgcoursechinas political and intellectual foundations fr 2NA Beginner Level Edx Harvard University
Introduction to DevOps and Site Reliability Engineering,https://www.edx.org/course/introduction-to-devops-and-site-reliability-engineering,Beginner Level,Edx,The Linux Foundation,False,Introduction to DevOps and Site Reliability Engineering https:www.edx.orgcourseintroduction to devops and site reliability engineeringNA Beginner Level Edx The Linux Foundation
SQL aplicado en la  ciencia de datos,https://www.edx.org/course/sql-aplicado-en-la-ciencia-de-datos,Beginner Level,Edx,IBM,False,SQL aplicado en la  ciencia de datos https:www.edx.orgcoursesql aplicado en la ciencia de datosNA Beginner Level Edx IBM
Sign Language Science: Factors Contributing to Nature Structure,https://www.edx.org/course/sign-language-factors-contributing-to-natural-stru,Beginner Level,Edx,Georgetown University,False,Sign Language Science: Factors Contributing to Nature Structure https:www.edx.orgcoursesign language factors contributing to natural struNA Beginner Level Edx Georgetown University
Gender and Intersectionality,https://www.edx.org/course/gender-and-intersectionality,Beginner Level,Edx,The University of Iceland,False,Gender and Intersectionality https:www.edx.orgcoursegender and intersectionalityNA Beginner Level Edx The University of Iceland
Digital Transformation in Business,https://www.edx.org/course/strategic-and-transformational-it-2,Expert Level,Edx,"The University of Maryland, College Park-University System of Maryland",False,"Digital Transformation in Business https:www.edx.orgcoursestrategic and transformational it 2NA Expert Level Edx The University of Maryland, College Park-University System of Maryland"
Designing and Creating Trousers,https://www.edx.org/course/designing-and-creating-trousers,Beginner Level,Edx,The Hong Kong Polytechnic University,False,Designing and Creating Trousers https:www.edx.orgcoursedesigning and creating trousersNA Beginner Level Edx The Hong Kong Polytechnic University
Introducción a la teoría política: conceptos y grandes pensadores,https://www.edx.org/course/introduccion-a-la-teoria-politica-conceptos-y-gran,Beginner Level,Edx,Università degli Studi di Napoli Federico II,False,Introducción a la teoría política: conceptos y grandes pensadores https:www.edx.orgcourseintroduccion a la teoria politica conceptos y granNA Beginner Level Edx Università degli Studi di Napoli Federico II
"Human Rights, Human Wrongs: Challenging Poverty, Vulnerability and Social Exclusion",https://www.edx.org/course/human-rights-human-wrongs-challenging-poverty-vuln,Intermediate Level,Edx,SDG Academy,False,"Human Rights, Human Wrongs: Challenging Poverty, Vulnerability and Social Exclusion https:www.edx.orgcoursehuman rights human wrongs challenging poverty vulnNA Intermediate Level Edx SDG Academy"
Industry 4.0: How to Revolutionize your Business,https://www.edx.org/course/industry-40-how-to-revolutionize-your-business,Beginner Level,Edx,The Hong Kong Polytechnic University,False,Industry 4.0: How to Revolutionize your Business https:www.edx.orgcourseindustry 40 how to revolutionize your businessNA Beginner Level Edx The Hong Kong Polytechnic University
Desafíos y oportunidades en la economía digital,https://www.edx.org/course/desafios-y-oportunidades-en-la-economia-digital-2,Beginner Level,Edx,Inter-American Development Bank,False,Desafíos y oportunidades en la economía digital https:www.edx.orgcoursedesafios y oportunidades en la economia digital 2NA Beginner Level Edx Inter-American Development Bank
Pensamiento crítico: toma de decisiones razonadas,https://www.edx.org/course/pensamiento-critico-toma-de-decisiones-razonadas,Beginner Level,Edx,Tecnológico de Monterrey,False,Pensamiento crítico: toma de decisiones razonadas https:www.edx.orgcoursepensamiento critico toma de decisiones razonadasNA Beginner Level Edx Tecnológico de Monterrey
"MathTrackX: Polynomials, Functions and Graphs",https://www.edx.org/course/mathtrackx-polynomials-functions-and-graphs,Beginner Level,Edx,University of Adelaide,False,"MathTrackX: Polynomials, Functions and Graphs https:www.edx.orgcoursemathtrackx polynomials functions and graphsNA Beginner Level Edx University of Adelaide"
Sustainable Food Security: Crop Production,https://www.edx.org/course/sustainable-food-security-crop-production,Intermediate Level,Edx,Wageningen University & Research,False,Sustainable Food Security: Crop Production https:www.edx.orgcoursesustainable food security crop productionNA Intermediate Level Edx Wageningen University & Research
Network and Security Foundations,https://www.edx.org/course/network-security-foundations,Beginner Level,Edx,Western Governors University,False,Network and Security Foundations https:www.edx.orgcoursenetwork security foundationsNA Beginner Level Edx Western Governors University
Cannabis Cultivation and Processing,https://www.edx.org/course/cannabis-cultivation-and-processing,Beginner Level,Edx,Doane University,False,Cannabis Cultivation and Processing https:www.edx.orgcoursecannabis cultivation and processingNA Beginner Level Edx Doane University
"Data, Models and Decisions in Business Analytics",https://www.edx.org/course/data-models-and-decisions-in-business-analytics,Expert Level,Edx,Columbia University,False,"Data, Models and Decisions in Business Analytics https:www.edx.orgcoursedata models and decisions in business analyticsNA Expert Level Edx Columbia University"
Data Structures Fundamentals,https://www.edx.org/course/data-structures-fundamentals,Intermediate Level,Edx,"The University of California, San Diego",False,"Data Structures Fundamentals https:www.edx.orgcoursedata structures fundamentalsNA Intermediate Level Edx The University of California, San Diego"
Shaping Work of the Future,https://www.edx.org/course/shaping-work-of-the-future,Beginner Level,Edx,Massachusetts Institute of Technology,False,Shaping Work of the Future https:www.edx.orgcourseshaping work of the futureNA Beginner Level Edx Massachusetts Institute of Technology
Introducción a la robótica e industria 4.0,https://www.edx.org/course/introduccion-a-la-robotica-y-sistemas-para-la-indu,Beginner Level,Edx,Universidades Anáhuac,False,Introducción a la robótica e industria 4.0 https:www.edx.orgcourseintroduccion a la robotica y sistemas para la induNA Beginner Level Edx Universidades Anáhuac
Fighting for Equality: 1950–2018,https://www.edx.org/course/fighting-for-equality-19502018,Intermediate Level,Edx,Columbia University,False,Fighting for Equality: 1950–2018 https:www.edx.orgcoursefighting for equality 19502018NA Intermediate Level Edx Columbia University
"Design Thinking: Ideation, Iteration and Communication",https://www.edx.org/course/design-thinking-ideation-iteration-and-communicati,Intermediate Level,Edx,Rochester Institute of Technology,False,"Design Thinking: Ideation, Iteration and Communication https:www.edx.orgcoursedesign thinking ideation iteration and communicatiNA Intermediate Level Edx Rochester Institute of Technology"
Negotiation Strategies and Styles,https://www.edx.org/course/negotiation-strategies-and-styles,Intermediate Level,Edx,Tecnológico de Monterrey,False,Negotiation Strategies and Styles https:www.edx.orgcoursenegotiation strategies and stylesNA Intermediate Level Edx Tecnológico de Monterrey
Crear música con tecnología,https://www.edx.org/course/crear-musica-con-tecnologia,Beginner Level,Edx,Berklee College of Music,False,Crear música con tecnología https:www.edx.orgcoursecrear musica con tecnologiaNA Beginner Level Edx Berklee College of Music
Análisis de datos: Diseño y Visualización de Tableros,https://www.edx.org/course/analisis-de-datos-diseno-y-visualizacion-de-tabler,Intermediate Level,Edx,Delft University of Technology,False,Análisis de datos: Diseño y Visualización de Tableros https:www.edx.orgcourseanalisis de datos diseno y visualizacion de tablerNA Intermediate Level Edx Delft University of Technology
Comunicación estratégica: gestión de crisis e imagen pública,https://www.edx.org/course/comunicacion-estrategica-gestion-de-crisis-e-image,Beginner Level,Edx,Pontificia Universidad Javeriana,False,Comunicación estratégica: gestión de crisis e imagen pública https:www.edx.orgcoursecomunicacion estrategica gestion de crisis e imageNA Beginner Level Edx Pontificia Universidad Javeriana
"Understanding Agribusiness, Value Chains, and Consumers in Global Food Systems",https://www.edx.org/course/understanding-agribusiness-value-chains-and-consum,Intermediate Level,Edx,University of Adelaide,False,"Understanding Agribusiness, Value Chains, and Consumers in Global Food Systems https:www.edx.orgcourseunderstanding agribusiness value chains and consumNA Intermediate Level Edx University of Adelaide"
Unlocking Information Security: Part II,https://www.edx.org/course/unlocking-information-security-part-2,Intermediate Level,Edx,IsraelX-Tel Aviv University,False,Unlocking Information Security: Part II https:www.edx.orgcourseunlocking information security part 2NA Intermediate Level Edx IsraelX-Tel Aviv University
Human Rights Defenders,https://www.edx.org/course/human-rights-defenders-2,Beginner Level,Edx,Amnesty International,False,Human Rights Defenders https:www.edx.orgcoursehuman rights defenders 2NA Beginner Level Edx Amnesty International
